ticket_id,cst_id,prd_key,emp_id,issue_category,status,open_date,resolution_date
TKT-09045,15593,RW-R623,EMP201,Returns,Pending,07/07/2019,
TKT-09046,19272,LT-T990,EMP215,Shipping,open,03/01/2024,
TKT-09047,11502,FR-T67Y-58,EMP116,Billing,RESOLVED,2015-03-29,2015-06-28
TKT-09048,24784,FR-R38R-58,EMP069,General,open,2018-06-21,
TKT-09049,26390,FR-M21S-40,EMP241,Account,Resolved,04/29/2024,2024-05-31
TKT-09050,22637,BK-R79Y-40,EMP285,Billing,resolved,2022-08-24,2022-11-17
TKT-09051,25256,CL-9009,EMP297,Technical,resolved,12/03/2022,12/15/2022
TKT-09052,20535,FR-R72R-44,EMP152,Account,Closed,2022-07-03,10/14/2022
TKT-09053,19821,BK-T79Y-50,EMP136,Product,Open,2018-07-09,
TKT-09054,14029,BK-M18S-48,EMP114,Billing,Pending,2013-04-21,
TKT-09055,999999,BK-T18Y-54,EMP228,Product,Resolved,2024-07-20,11/09/2024
TKT-09056,19477,,EMP224,Billing,Pending,2022-04-20,
TKT-09057,24416,,EMP234,shipping,open,2021-12-16,
TKT-09058,28886,PRD-GL-F110-S,EMP297,Technical,Pending,2021-03-21,
TKT-09059,19355,,EMP008,General,o,2024-08-21,
TKT-09060,18313,BK-T79U-60,EMP213,product,Open,03/03/2022,
TKT-09061,23855,HS-2451,EMP149,RETURNS,Closed,2022-04-17,05/11/2022
TKT-09062,23784,CA-1098,EMP233,Shipping,Pending,2020-12-24,
TKT-09063,25946,BK-R50R-52,EMP042,Technical,open,2019-08-06,
TKT-09064,11013,BK-R50R-44,EMP275,Billing,Resolved,2013-09-09,2013-10-04
TKT-09065,23008,BK-R89R-58,EMP281,Returns,Resolved,2022-09-04,2022-11-05
TKT-09066,23623,HL-U509,EMP183,Returns,Resolved,2017-12-06,2018-02-09
TKT-09067,13245,HB-R720,EMP063,Account,Resolved,2015-05-21,2015-08-09
TKT-09068,21133,FR-T67U-62,EMP263,Shipping,Pending,2015-10-09,
TKT-09069,18967,HB-M763,,account,Resolved,2015-08-09,2015-10-23
TKT-09070,20573,BK-R89B-48,EMP205,Shipping,RESOLVED,11/24/2020,2021-03-15
TKT-09071,17612,FR-M21S-48,EMP003,shipping,Resolved,2013-12-18,02/14/2014
TKT-09072,,BK-R89B-52,EMP104,Shipping,Closed,2015-07-02,07/19/2015
TKT-09073,25804,PD-R563,EMP204,BILLING,PENDING,02/06/2021,
TKT-09074,26363,BK-T79U-50,EMP058,Shipping,Resolved,2015-11-08,2015-12-28
TKT-09075,25015,TI-R628,EMP113,Technical,Pending,09/10/2011,
TKT-09076,24063,BK-M82B-42,EMP087,Product,Resolved,2014-01-09,03/09/2014
TKT-09077,27382,SH-W890-L,EMP121,General,Resolved,2023-12-04,2024-01-18
TKT-09078,20801,BK-R79Y-42,EMP292,Technical,Pending,09/23/2012,
TKT-09079,22864,BK-T18U-62,EMP273,Account,Closed,2019-02-17,06/01/2019
TKT-09080,29133,GL-F110-L,EMP128,Technical,Open,2017-10-25,
TKT-09081,19178,FK-1639,EMP235,Shipping,open,2018-08-12,
TKT-09082,19572,PRD-FR-M21S-42,EMP173,Returns,Resolved,2022-02-06,2022-05-11
TKT-09083,18631,PRD-FR-M94B-46,EMP162,General,In Progress,2011-12-04,
TKT-09084,28606,FR-T67U-58,EMP030,Product,Pending,2016-11-05,
TKT-09085,14256,RW-R623,EMP163,Billing,Open,2024-11-11,
TKT-09086,15493,FW-M423,EMP061,Returns,Open,2012-06-03,
TKT-09087,20556,BK-R93R-48,EMP196,Technical,closed,2015-05-13,06/27/2015
TKT-09088,12525,FR-R38B-62,EMP274,Billing,Closed,2015-12-15,2015-12-22
TKT-09089,12047,FR-R38R-62,EMP149,Billing,Resolved,06/13/2018,2018-07-29
TKT-09090,17596,FR_T67U_62,EMP058,Shipping,Closed,07/29/2012,10/17/2012
TKT-09091,25297,BK-M18B-48,EMP040,Returns,Closed,2023-11-08,2024-03-04
TKT-09092,20617,BK-M18S-48,EMP261,Account,Closed,2023-09-28,2023-10-13
TKT-09093,25580,VE-C304-S,EMP063,Returns,Open,2024-08-09,
TKT-09094,27594,SE-T762,EMP130,Account,Closed,2020-10-24,2020-12-03
TKT-09095,,HB-T721,EMP168,billing,Open,05/24/2023,
TKT-09096,22697,RW-R623,EMP034,Shipping,Resolved,2022-09-17,2022-09-22
TKT-09097,25159,FR-M21B-48,EMP033,Shipping,Open,05/19/2018,
TKT-09098,16533,RW_M762,EMP101,Shipping,Open,10/20/2021,
TKT-09099,22067,FR-R72R-44,EMP260,Technical,Pending,04/17/2014,
TKT-09100,11831,FR-M21B-48,EMP057,RETURNS,Open,2017-01-11,
TKT-09101,23861,BK-M18B-48,EMP246,Shipping,Open,2018-02-02,
TKT-09102,22388,SJ-0194-S,EMP024,General,OPEN,11/17/2020,
TKT-09103,13580,HB-M243,EMP104,Shipping,Closed,08/30/2021,2021-12-04
TKT-09104,19833,TI-M267,EMP112,Billing,closed,2012-12-25,2013-03-03
TKT-09105,17976,TG_W091_M,EMP101,Product,Open,2011-11-08,
TKT-09106,11416,BK-R64Y-40,EMP002,Technical,Closed,08/23/2024,2024-09-24
TKT-09107,12998,BK-R89R-44,EMP270,Shipping,Open,2013-07-01,
TKT-09108,18298,RW-R762,EMP292,product,Resolved,04/03/2013,2013-06-19
TKT-09109,11338,PD-R563,EMP208,Billing,Pending,2020-11-03,
TKT-09110,18732,BK-R93R-56,EMP279,Billing,Resolved,11/18/2017,2018-01-07
TKT-09111,29318,BK-M47B-40,EMP167,Product,Closed,02/16/2025,02/28/2025
TKT-09112,17730,SH-M897-X,EMP021,Technical,Open,2017-03-17,
TKT-09113,18301,BK-T18U-58,EMP085,General,Resolved,2023-05-04,08/05/2023
TKT-09114,27359,BK_R64Y_42,EMP136,General,Closed,2015-09-16,2015-10-29
TKT-09115,19022,HL-U509,EMP194,Technical,Resolved,2014-10-02,2015-01-05
TKT-09116,18657,FR-R92R-48,,General,closed,2014-05-31,2014-06-06
TKT-09117,20251,BK-T44U-50,EMP049,BILLING,Resolved,2011-10-24,01/25/2012
TKT-09118,22727,HB_R504,EMP073,General,Pending,2011-02-21,
TKT-09119,21951,BK-R50B-62,EMP012,account,o,2020-11-20,
TKT-09120,15925,FR-R92R-56,EMP164,Product,Opened,2020-05-10,
TKT-09121,999999,BK-M68B-46,EMP266,General,Open,2022-10-22,
TKT-09122,23903,SH-M897-S,EMP021,General,Closed,10/02/2016,12/01/2016
TKT-09123,26639,BK-R93R-48,EMP182,Account,Resolved,10/13/2021,01/06/2022
TKT-09124,20388,FB-9873,EMP210,Product,Closed,2017-01-26,2017-05-26
TKT-09125,13738,CS-9183,EMP245,General,Pending,2017-07-30,
TKT-09126,14293,BK-R89R-52,EMP182,Shipping,Resolved,2011-06-23,2011-09-16
TKT-09127,22140,BK_R50B_58,EMP127,Billing,OPEN,2012-03-07,
TKT-09128,24042,GL-F110-M,EMP058,Billing,Open,11/24/2017,
TKT-09129,14929,BK-R64Y-38,EMP170,Shipping,Open,2018-07-21,
TKT-09130,24461,BK-R19B-44,EMP281,Product,Pending,04/14/2014,
TKT-09131,17032,SE-R581,EMP107,Billing,Open,07/08/2017,
TKT-09132,18107,BK-R64Y-38,EMP173,Account,Resolved,2017-06-10,2017-07-14
TKT-09133,28312,GL-F110-M,EMP254,Account,Resolved,05/22/2020,2020-08-19
TKT-09134,13393,FR-T98Y-54,EMP065,Account,Rsolvd,2016-07-08,07/12/2016
TKT-09135,12505,FR-M94B-44,EMP157,Shipping,Closed,2012-06-29,2012-07-05
TKT-09136,13005,BK-R93R-44,EMP256,Billing,Pending,2019-10-08,
TKT-09137,17186,BK-M47B-38,EMP079,Account,Closed,04/12/2021,2021-08-03
TKT-09138,24908,HS-0296,EMP024,Product,Pending,2016-11-08,
TKT-09139,28141,BK-R89B-44,EMP269,Shipping,Closed,2023-11-14,02/02/2024
TKT-09140,22901,BK-M18S-42,EMP020,product,Rsolvd,06/30/2015,2015-08-27
TKT-09141,,BB-7421,EMP156,Technical,Resolve,2017-01-24,2017-05-07
TKT-09142,15329,FR-R38B-52,EMP062,Account,Resolved,2017-09-03,2017-10-01
TKT-09143,15604,HL-U509,EMP299,Shipping,Closed,2022-10-26,2022-11-11
TKT-09144,14726,HB-R504,EMP073,Technical,Open,2013-04-21,
TKT-09145,20390,BK-T18U-62,EMP216,Returns,Open,2012-07-04,
TKT-09146,27680,FR-R72Y-38,EMP295,Account,Open,10/20/2019,
TKT-09147,19181,BK-T44U-50,,Returns,In Progress,2014-08-12,
TKT-09148,27185,FK-5136,EMP106,Billing,Resolved,2022-01-23,2022-05-20
TKT-09149,16610,BK-R93R-52,,SHIPPING,Resolved,2014-01-01,2014-04-04
TKT-09150,15733,GL-H102-S,EMP255,Shipping,Open,2017-05-06,
TKT-09151,11543,,,Billing,resolved,2019-10-20,2019-12-05
TKT-09152,26937,BK-T44U-60,EMP221,Billing,RESOLVED,2013-12-05,2014-04-04
TKT-09153,18998,BK-T18Y-62,EMP041,General,Close,2022-08-04,08/06/2022
TKT-09154,25584,BB-8107,EMP195,product,Closed,2023-09-07,2023-12-21
TKT-09155,28659,,EMP170,Product,Open,2013-08-01,
TKT-09156,12446,FR-T98U-46,EMP102,shipping,Open,2020-05-31,
TKT-09157,15292,PD-M282,EMP295,Product,Pending,2011-10-04,
TKT-09158,25581,FR-M21B-44,EMP292,Billing,In Progress,2011-03-02,
TKT-09159,19826,HL-U509-R,EMP118,Product,Pending,2014-08-22,
TKT-09160,27626,BK-R50R-58,EMP054,Billing,Pending,2021-01-24,
TKT-09161,19898,FR_T98U_50,EMP150,Billing,Closed,2014-05-19,08/08/2014
TKT-09162,28364,FR-R92B-62,EMP156,Technical,Pending,2017-04-13,
TKT-09163,19948,BK-M18B-40,EMP238,shipping,Resolved,2014-11-20,2014-12-07
TKT-09164,21647,SE-M798,EMP133,Returns,Closed,10/12/2011,2011-12-24
TKT-09165,28560,BK-R93R-44,EMP041,Product,Resolved,11/02/2011,02/19/2012
TKT-09166,23848,PA-T100,EMP110,Shipping,Closed,2012-01-16,2012-05-01
TKT-09167,12507,BK-M82B-38,EMP006,BILLING,Pend,2015-02-09,
TKT-09168,,FR-T98Y-46,EMP243,Returns,Pending,2021-02-04,
TKT-09169,27908,BK-M18S-42,EMP174,Returns,Pending,2012-07-22,
TKT-09170,24658,FR-R92B-52,EMP089,Billing,Open,2024-05-31,
TKT-09171,11044,FR-R72R-58,EMP199,account,Pending,2023-09-02,
TKT-09172,19756,FW-M762,EMP039,Shipping,CLOSED,2018-10-24,2019-01-10
TKT-09173,18066,BK-M38S-38,EMP058,Billing,Pending,2023-10-23,
TKT-09174,26722,FR-T67U-62,EMP123,Billing,Pending,2014-09-04,
TKT-09175,26841,FR-M21S-40,EMP222,Account,resolved,2016-02-20,2016-05-15
TKT-09176,15164,HB-R504,EMP177,Product,Resolved,2012-03-29,04/10/2012
TKT-09177,21980,LT_H903,,Shipping,Closed,2023-08-26,2023-11-24
TKT-09178,26748,TG-W091-L,EMP208,Shipping,Open,2023-02-27,
TKT-09179,28779,FR-M94S-44,EMP078,Shipping,Open,2011-06-25,
TKT-09180,28407,CA-1098,EMP217,Account,Resolved,2013-05-20,2013-07-04
TKT-09181,15000,GL-F110-M,EMP022,Returns,Resolved,2023-11-02,2024-02-03
TKT-09182,20048,FR-R72Y-38,EMP104,Product,Resolved,04/13/2018,2018-08-08
TKT-09183,14426,SO-B909-M,EMP235,Account,Closed,06/25/2022,2022-07-10
TKT-09184,28630,BK-M18S-42,EMP228,Technical,Pending,2025-01-02,
TKT-09185,16319,,EMP269,Billing,Close,2014-02-22,2014-06-21
TKT-09186,28259,FR-M94B-46,EMP049,Technical,Resolved,2018-04-03,07/16/2018
TKT-09187,13402,FR-M94B-38,EMP115,Shipping,Pending,2015-07-06,
TKT-09188,26535,FR-R72Y-44,EMP073,account,Opened,2011-06-19,
TKT-09189,25680,PRD-RW-R820,EMP077,Returns,Resolved,09/20/2018,2018-09-28
TKT-09190,19977,RW-R820,EMP104,General,Closed,2015-05-03,08/30/2015
TKT-09191,29206,FR-M21B-40,EMP285,Product,Closed,2014-04-27,2014-07-24
TKT-09192,22680,BK_M68B_46,EMP061,Returns,Resolved,2022-02-18,2022-05-07
TKT-09193,18230,TG-W091-M,EMP126,Billing,Open,2023-04-08,
TKT-09194,999999,FE-6654,EMP125,Account,Open,2019-09-23,
TKT-09195,17255,SE-M798,EMP153,Shipping,Open,10/09/2016,
TKT-09196,28759,FR-R92R-56,EMP237,Shipping,Open,07/07/2011,
TKT-09197,24795,HS-2451,EMP206,Billing,CLOSED,2016-05-07,2016-08-23
TKT-09198,15529,SO_B909_M,EMP241,Product,Pend,2019-12-19,
TKT-09199,26503,FW-R820,EMP127,Technical,Pending,2017-03-29,
TKT-09200,22396,TI-R092,EMP263,Account,Closed,2024-07-27,10/27/2024
TKT-09201,17963,GL-H102-S,EMP207,Account,Resolved,2020-12-17,2021-02-08
TKT-09202,26353,RW-T905,EMP120,account,closed,05/22/2024,09/05/2024
TKT-09203,15057,BK-R50R-48,EMP124,Billing,Open,2014-03-12,
TKT-09204,26497,BB_8107,EMP223,Product,o,2014-04-30,
TKT-09205,18638,,EMP072,Technical,Pending,2021-04-30,
TKT-09206,29339,FR-R92R-56,EMP209,Technical,Resolved,2023-07-14,10/02/2023
TKT-09207,22994,TI-M267,EMP225,Technical,Closed,2014-12-16,2015-01-07
TKT-09208,13932,HB-R720,EMP083,Shipping,Open,2020-06-08,
TKT-09209,14845,FR-T98Y-60,EMP187,Shipping,Closed,2020-08-13,2020-09-11
TKT-09210,16430,FR-M63B-38,EMP225,Account,Pending,09/27/2011,
TKT-09211,20977,HY-1023-70,EMP013,Technical,Resolved,2024-02-16,2024-04-29
TKT-09212,16969,SJ-0194-S,EMP251,Technical,Opened,2013-01-27,
TKT-09213,,PD-R347,EMP036,Product,Resolved,10/25/2018,2018-12-02
TKT-09214,23930,SE-M940,EMP199,returns,Open,2019-02-18,
TKT-09215,12025,TI-R982,EMP107,Technical,open,2021-09-28,
TKT-09216,20533,FR-M21S-40,EMP146,Technical,Open,2023-06-28,
TKT-09217,13541,BK-T18U-44,EMP156,Account,Closed,2020-05-28,2020-07-12
TKT-09218,16467,FW-M928,EMP034,General,Pending,2017-07-23,
TKT-09219,11277,BK-T18U-54,EMP282,Account,Resolved,2017-06-12,2017-06-21
TKT-09220,999999,PRD-PD-M282,EMP247,Returns,Pending,2012-01-29,
TKT-09221,26237,SB-M891-L,EMP029,Technical,Open,2014-02-12,
TKT-09222,13243,BK-T79U-50,EMP218,Billing,Opened,02/11/2018,
TKT-09223,16298,LT-H902,EMP231,Technical,Open,2023-02-14,
TKT-09224,18722,FR-M94B-44,EMP229,Technical,Pending,2011-12-27,
TKT-09225,28711,BK-T18U-62,EMP146,Product,Open,2014-10-05,
TKT-09226,23546,BK-M18S-42,EMP043,Billing,Resolve,06/15/2013,2013-09-24
TKT-09227,20548,FR-T67U-44,EMP240,Product,pending,2023-06-07,
TKT-09228,,BK-T18Y-62,EMP064,Shipping,pending,12/30/2018,
TKT-09229,25656,FR-T67Y-44,EMP094,Product,Pending,2023-07-29,
TKT-09230,22048,CA-1098,EMP001,Technical,Open,2014-06-01,
TKT-09231,18498,PRD-FR-R72R-60,EMP003,Billing,Closed,2011-05-27,2011-09-20
TKT-09232,22013,BK-R19B-52,EMP021,General,Closed,2016-06-21,2016-08-28
TKT-09233,18426,SH-W890-S,EMP115,Technical,CLOSED,2013-04-22,05/01/2013
TKT-09234,14519,HL-U509-B,EMP085,Product,Pending,10/28/2024,
TKT-09235,18124,BK-T18Y-54,EMP043,Account,Pending,2022-07-04,
TKT-09236,23941,BK-R19B-44,,Returns,Closed,2022-11-10,2022-12-13
TKT-09237,27033,BK-T79U-60,EMP135,Shipping,Pending,2016-06-20,
TKT-09238,21624,HS-2451,EMP251,Technical,Open,02/02/2019,
TKT-09239,14223,PRD-FR-R38R-60,EMP283,Billing,Rsolvd,10/26/2024,2024-11-07
TKT-09240,22935,FR-M21S-48,EMP151,Billing,Resolved,03/04/2015,2015-06-16
TKT-09241,19045,PD-M282,EMP168,BILLING,Open,2012-05-18,
TKT-09242,25509,BK-M82S-44,EMP130,Account,RESOLVED,2013-03-29,2013-07-09
TKT-09243,23133,BK-T18U-54,EMP194,Technical,Pending,04/29/2023,
TKT-09244,13030,BK-R68R-60,EMP160,billing,Clsd,2014-05-07,2014-06-26
TKT-09245,999999,TT-T092,EMP085,Billing,Open,01/11/2014,
TKT-09246,23767,RW-T905,EMP085,Billing,Open,2018-03-23,
TKT-09247,14078,FR-R92R-52,EMP095,Billing,o,09/02/2019,
TKT-09248,25165,FR-T67Y-50,EMP092,Product,Closed,2015-05-30,09/06/2015
TKT-09249,27874,,EMP099,Technical,Resolved,2012-08-20,10/06/2012
TKT-09250,18970,RW-R820,EMP018,Billing,Closed,2012-06-14,2012-09-15
TKT-09251,14684,FR-T98Y-54,EMP161,Product,Open,2014-10-04,
TKT-09252,28147,FR-R92R-52,EMP248,returns,Open,2013-04-16,
TKT-09253,26293,,EMP060,Billing,Closed,2019-12-14,2020-04-03
TKT-09254,20523,FR-M21S-52,EMP126,Billing,Resolved,2021-01-13,04/29/2021
TKT-09255,17271,FR-R92B-48,EMP073,Shipping,OPEN,2015-04-28,
TKT-09256,19562,BK-M18B-52,EMP031,Product,Closed,2022-02-10,2022-04-03
TKT-09257,15338,FR-T98U-46,EMP102,Product,RESOLVED,11/30/2015,2016-03-14
TKT-09258,29078,BB-7421,EMP183,Technical,Pending,11/02/2011,
TKT-09259,17146,FR-R72Y-38,EMP118,Billing,RESOLVED,2017-12-21,03/31/2018
TKT-09260,16418,PRD-FR-M21B-52,EMP145,Product,open,2023-03-21,
TKT-09261,14173,FR-T98U-60,EMP102,Billing,Rsolvd,2017-05-31,07/16/2017
TKT-09262,14520,BK-M68S-42,EMP007,Product,Resolved,08/13/2013,09/20/2013
TKT-09263,13979,FR-M94S-52,EMP223,shipping,Resolved,06/07/2020,2020-06-30
TKT-09264,999999,BK-T79Y-50,EMP272,Returns,o,2012-06-18,
TKT-09265,22032,TT-M928,EMP036,Shipping,Opened,2017-07-01,
TKT-09266,23246,BK-T79Y-50,EMP300,Product,Resolved,2019-07-15,2019-11-07
TKT-09267,12040,FR-T67U-50,EMP100,Billing,Open,2017-08-03,
TKT-09268,25691,FR-M94B-48,EMP002,Product,Closed,2025-01-09,2025-02-20
TKT-09269,23495,FR-T98Y-54,EMP154,Account,resolved,2018-08-02,2018-09-01
TKT-09270,13911,LJ-0192-X,EMP055,Technical,Open,2012-03-09,
TKT-09271,17433,,EMP052,Shipping,Clsd,2018-12-21,2019-02-03
TKT-09272,18923,BK-R19B-44,EMP296,Billing,Close,10/01/2013,2013-10-06
TKT-09273,12026,SE-R581,EMP290,Technical,Resolved,2024-04-23,06/24/2024
TKT-09274,12673,FR-T67U-50,EMP176,Technical,Resolved,2018-10-20,2019-02-01
TKT-09275,16173,FR-T67Y-44,EMP030,Shipping,Pending,2020-08-12,
TKT-09276,12373,TI-T723,EMP254,Shipping,Closed,2024-10-07,12/09/2024
TKT-09277,24012,FR-R92R-58,EMP222,Billing,Pending,06/09/2017,
TKT-09278,28533,FR-T67Y-50,EMP178,Shipping,Open,2015-04-24,
TKT-09279,29188,BK_T79U_50,EMP065,Technical,Open,01/02/2018,
TKT-09280,19001,CS-4759,EMP116,Billing,Resolved,2020-11-20,01/17/2021
TKT-09281,23654,TI-R092,EMP098,Technical,RESOLVED,2023-06-12,2023-07-19
TKT-09282,17094,BB-7421,EMP173,Returns,Resolved,2016-10-30,2017-01-31
TKT-09283,15417,FR-R38R-62,EMP281,Shipping,Closed,2019-11-30,12/24/2019
TKT-09284,24774,BK-R79Y-40,EMP085,Account,Open,2020-12-30,
TKT-09285,22410,FR-T98Y-60,EMP137,Technical,Open,2015-11-09,
TKT-09286,17989,FR-R92R-62,EMP204,Shipping,Pending,2015-07-31,
TKT-09287,20646,FR-M94B-38,EMP223,RETURNS,Open,2014-06-09,
TKT-09288,15927,BK-M82S-42,EMP152,Returns,Pending,2020-03-30,
TKT-09289,20152,TI-M602,EMP258,Account,Pending,2020-12-07,
TKT-09290,13089,FR-R92R-58,EMP098,Technical,o,2024-03-28,
TKT-09291,23513,CS-4759,EMP079,Product,Pending,2013-12-16,
TKT-09292,19513,BK-M47B-48,EMP088,Product,Resolved,2013-08-28,2013-09-05
TKT-09293,23423,BK-R50R-62,EMP226,Returns,Pending,2019-08-25,
TKT-09294,23491,FR-M63B-48,EMP176,Account,Closed,2013-08-10,09/05/2013
TKT-09295,12060,FE-6654,EMP265,Product,RESOLVED,2015-04-30,2015-07-21
TKT-09296,25478,SO_R809_L,EMP203,Returns,Pending,2018-04-03,
TKT-09297,17453,BK-R68R-58,EMP201,Product,Pending,2017-06-18,
TKT-09298,27396,FR-T67Y-44,EMP179,Technical,Open,12/11/2021,
TKT-09299,16376,BK-M18S-42,EMP252,Product,Resolved,2023-07-08,10/28/2023
TKT-09300,28669,BK-R89B-58,EMP182,Account,o,2021-06-12,
TKT-09301,25867,RA-H123,EMP253,Billing,Closed,2018-03-14,2018-06-22
TKT-09302,23341,FR-M94S-52,EMP286,billing,Pending,2017-06-30,
TKT-09303,13290,BK-R68R-48,EMP101,Product,Pending,2024-09-08,
TKT-09304,18800,HY-1023-70,EMP066,General,Resolved,2024-09-05,2024-10-02
TKT-09305,17167,PD-T852,EMP141,Technical,Closed,2018-08-31,2018-12-01
TKT-09306,20092,SE-T312,EMP183,Account,Closed,2022-02-03,2022-02-10
TKT-09307,16478,FR-T98U-50,EMP246,Product,Pending,03/28/2014,
TKT-09308,11737,FR-M63B-44,EMP192,Billing,Resolved,2023-04-12,2023-07-08
TKT-09309,26077,FE-6654,EMP079,Product,Pending,2020-07-18,
TKT-09310,20244,FR-R72Y-48,EMP029,Billing,Open,07/18/2018,
TKT-09311,16205,BK-R50B-58,EMP054,Technical,resolved,2019-01-26,2019-05-14
TKT-09312,25711,FR_R92R_56,EMP229,Technical,Closed,2018-09-10,2018-09-20
TKT-09313,25779,SE-M236,EMP022,Product,Resolved,2024-05-09,2024-06-08
TKT-09314,11850,LJ-0192-X,EMP103,Product,Closed,2024-04-04,2024-04-21
TKT-09315,18901,SO-B909-L,EMP272,Shipping,Open,2021-03-06,
TKT-09316,999999,FR-T98U-60,EMP104,Shipping,Open,04/07/2022,
TKT-09317,15012,,EMP109,Returns,Resolved,2022-07-22,2022-09-11
TKT-09318,28154,,EMP243,Returns,Resolved,2018-06-11,2018-07-02
TKT-09319,27521,BK-R64Y-44,EMP239,General,Closed,2011-05-29,2011-07-22
TKT-09320,22285,HB-R720,EMP101,Shipping,CLOSED,2021-03-12,2021-04-28
TKT-09321,24812,BK-M38S-40,EMP016,Billing,Closed,04/13/2013,2013-07-22
TKT-09322,26363,FR-M21B-52,EMP252,Technical,Pending,11/27/2017,
TKT-09323,20490,FR-R92R-56,,shipping,Resolved,05/06/2016,2016-08-21
TKT-09324,17006,BK-M47B-38,EMP152,Account,Resolved,2019-01-12,03/06/2019
TKT-09325,17002,CS-9183,EMP097,Product,Open,2023-02-07,
TKT-09326,14835,BK-R68R-52,EMP018,Account,Closed,2024-02-17,2024-04-02
TKT-09327,20716,FR-M21B-40,EMP226,Account,resolved,2022-11-11,2022-12-21
TKT-09328,29165,,EMP210,General,Open,02/26/2012,
TKT-09329,19264,,EMP194,Product,Open,2023-04-05,
TKT-09330,19503,BK-R50B-48,,Product,Pending,2016-12-12,
TKT-09331,16459,FR-R72R-52,EMP201,Product,Resolved,2013-08-28,2013-11-14
TKT-09332,21332,FR-T67U-44,EMP098,Account,Resolved,06/25/2024,2024-10-04
TKT-09333,25048,BK-M18S-48,EMP284,Billing,Open,2017-01-25,
TKT-09334,15719,FR-R92R-48,EMP121,Product,open,2021-06-23,
TKT-09335,26376,BK-M38S-40,EMP176,BILLING,Pending,06/05/2015,
TKT-09336,18414,PRD-SO-B909-L,EMP200,Billing,OPEN,2020-03-09,
TKT-09337,29322,BK-M18B-52,EMP079,product,Pending,05/20/2012,
TKT-09338,23051,FR-T98Y-46,EMP003,RETURNS,Closed,10/27/2023,2023-12-31
TKT-09339,13014,SE-M798,EMP054,RETURNS,Pending,2014-03-01,
TKT-09340,14047,CS-6583,EMP249,Account,Resolved,2016-03-03,05/09/2016
TKT-09341,19157,HS-0296,EMP166,Billing,pending,2021-06-07,
TKT-09342,18191,SB-M891-L,EMP224,Shipping,Rsolvd,2022-12-01,2023-01-20
TKT-09343,24272,PRD-SE-T924,EMP138,SHIPPING,Opened,03/14/2020,
TKT-09344,13115,FR-R38R-52,EMP154,Shipping,open,2018-03-14,
TKT-09345,14816,SH-M897-L,EMP169,Returns,Resolve,2017-07-05,2017-09-10
TKT-09346,26440,BK-M38S-46,EMP027,Returns,CLOSED,2017-02-16,2017-06-10
TKT-09347,13837,FR-M63S-38,EMP070,Returns,Pending,2011-04-30,
TKT-09348,22860,BK-M18B-42,EMP058,General,Open,2012-11-29,
TKT-09349,22057,BK-T79U-60,EMP235,Returns,Rsolvd,2013-08-31,2013-12-19
TKT-09350,26511,FE-6654,EMP073,Shipping,Pending,2014-06-07,
TKT-09351,25245,RW_T905,EMP027,Returns,In Progress,12/17/2013,
TKT-09352,999999,FR-M21B-52,EMP271,Billing,Open,2021-03-03,
TKT-09353,14853,VE_C304_L,EMP260,Returns,CLOSED,12/08/2013,02/24/2014
TKT-09354,21383,SE-M798,EMP166,Account,Closed,10/13/2022,2023-01-21
TKT-09355,12350,FR-M63B-44,EMP059,Returns,Resolved,2011-04-07,08/02/2011
TKT-09356,14842,PRD-SH-M897-M,EMP021,technical,Closed,04/04/2021,2021-06-08
TKT-09357,17089,FR-M94B-46,EMP161,Account,Resolved,2016-05-05,2016-06-21
TKT-09358,23807,BK-M68B-46,EMP026,Returns,OPEN,2011-09-03,
TKT-09359,15069,FR-M21S-40,EMP167,General,closed,2023-09-04,2023-11-18
TKT-09360,25085,PRD-FW-R762,EMP082,Returns,Closed,2022-03-19,06/26/2022
TKT-09361,19216,FR-M21S-40,EMP245,Shipping,Resolved,02/17/2020,2020-05-11
TKT-09362,14859,FR-T98U-54,EMP207,Technical,Closed,02/17/2019,04/05/2019
TKT-09363,12547,FK-1639,EMP046,Technical,Open,2021-04-09,
TKT-09364,24523,GL-H102-M,EMP227,billing,Open,2019-03-20,
TKT-09365,11401,BK-R89R-44,EMP227,Account,Open,2019-06-10,
TKT-09366,22273,FR-R92B-44,EMP091,Billing,Pending,2020-03-18,
TKT-09367,22227,FR-T67Y-62,EMP064,Billing,RESOLVED,2014-02-14,2014-06-04
TKT-09368,11314,BK-T18U-44,EMP213,product,Open,01/25/2023,
TKT-09369,12376,BB-7421,EMP051,Returns,RESOLVED,2025-02-13,2025-02-28
TKT-09370,22204,BK_M68S_46,EMP293,Returns,Closed,2021-02-05,2021-05-17
TKT-09371,13982,BK-R64Y-44,EMP119,product,Closed,2011-01-17,2011-03-12
TKT-09372,28275,SE-M236,EMP222,Shipping,Open,04/21/2023,
TKT-09373,20403,FR-R92R-62,EMP215,Shipping,Open,2011-07-08,
TKT-09374,14955,BK-M82B-38,EMP121,SHIPPING,Open,03/05/2018,
TKT-09375,12567,RW-R623,EMP097,Billing,Pending,2019-09-20,
TKT-09376,11200,PK-7098,EMP300,Shipping,Resolved,2023-02-17,2023-04-07
TKT-09377,28908,BK-M82S-38,EMP072,Shipping,Opened,2016-10-08,
TKT-09378,29205,BK-R64Y-38,EMP002,Product,Resolved,12/08/2019,2020-01-17
