po_number,vendor_id,prd_id,quantity_ordered,unit_cost,order_date
PO-002445,VND-058,388,158,159.83,03/28/2011
PO-002446,VND-057,480,2.5,299.35,2017-04-04
PO-002447,VND-098,246,245,258.27,2012-11-28
PO-002448,VND-070,537,195,274.43,2016-05-30
PO-002449,VND-008,492,141,$42.47,2020-07-07
PO-002450,VND-050,440,72,N/A,2011-05-19
PO-002451,VND-019,572,126,384.64,2020-01-21
PO-002452,VND-050,565,159,349.93,2018-02-24
PO-002453,VND-068,497,157,488.25,2017-08-20
PO-002454,VND-090,471,100,356.49,2018-09-07
PO-002455,VND-050,483,144,175.76,2013-07-28
PO-002456,VND-119,579,37,$35.54,2018-01-07
PO-002457,VND-070,388,20,160.1,11/17/2022
PO-002458,VND-026,298,233,151.22,2024-09-08
PO-002459,VND-103,240,171,317.18,05/05/2014
PO-002460,VND-005,541,141,475.78,2016-11-16
PO-002461,VND-033,400,24,$370.22,2019-02-16
PO-002462,,589,52,228,2017-05-29
PO-002463,VND-013,402,23,$451.08,2011-06-30
PO-002464,VND-080,491,16,144.74,09/11/2014
PO-002465,VND-013,374,168,81.16,2024-08-18
PO-002466,VND-083,295,201,400.96,2011-03-08
PO-002467,VND-070,591,18,302.41,2016-03-25
PO-002468,VND-064,519,23,123.41,09/12/2020
PO-002469,VND-022,228,159,349.42,2013-08-08
PO-002470,VND-007,298,220,22.01,2012-11-15
PO-002471,VND-129,575,18,340.33,2024-07-05
PO-002472,VND-016,556,148,N/A,2019-01-31
PO-002473,VND-103,418,247,409.24,2014-06-16
PO-002474,VND-032,604,221,247.08,12/02/2020
PO-002475,VND-012,214,56,451.45,2012-07-20
PO-002476,VND-109,605,10,434.07,2013-08-01
PO-002477,VND-003,605,64,400.51,2015-08-15
PO-002478,,536,229,386.12,2020-08-22
PO-002479,VND-104,590,182,N/A,2022-02-14
PO-002480,VND-124,603,31,418.45,2016-01-27
PO-002481,VND-013,576,172,385.74,2022-04-20
PO-002482,VND-005,408,147,430.56,2020-11-09
PO-002483,VND-064,225,3.4,457.43,07/09/2020
PO-002484,VND-084,472,36,131,2019-11-26
PO-002485,VND-127,353,82,9.41,2021-05-06
PO-002486,VND-010,480,144,128.58,2022-02-10
PO-002487,VND-110,602,228,248.01,2015-11-01
PO-002488,VND-077,418,167,236.72,2023-02-24
PO-002489,VND-068,406,218,,02/12/2011
PO-002490,VND-077,496,92,435.78,2014-03-04
PO-002491,VND-057,228,236,431.66,07/25/2013
PO-002492,VND-076,553,141,101.75,04/10/2016
PO-002493,VND-033,546,1.8,131.39,2015-04-27
PO-002494,VND-110,480,189,357.3,2017-12-24
PO-002495,VND-013,372,1.6,175.88,2016-03-06
PO-002496,VND-006,361,132,258.87,2020-12-02
PO-002497,VND-012,504,140,159.24,2017-01-15
PO-002498,VND-011,516,31,196.42,2019-07-04
PO-002499,VND-011,295,43,375.43,06/13/2015
PO-002500,VND-087,479,90,,2018-08-31
PO-002501,VND-034,507,66,,12/07/2019
PO-002502,VND-013,478,51,400.65,2016-03-11
PO-002503,VND-047,555,106,$19.19,2018-01-22
PO-002504,VND-013,563,165,82,2011-02-26
PO-002505,VND-072,506,121,,2014-05-12
PO-002506,VND-100,606,224,$198.34,2013-03-21
PO-002507,VND-108,252,84,N/A,2023-01-01
PO-002508,VND-081,418,200,288.93,2011-06-25
PO-002509,,357,2.5,133.51,02/02/2019
PO-002510,VND-114,545,144,436.44,06/07/2011
PO-002511,,586,208,287.35,2021-05-24
PO-002512,VND-097,361,47,180.92,2023-12-05
PO-002513,VND-046,485,22,389,2019-09-07
PO-002514,VND-019,531,129,10.93,2018-12-07
PO-002515,VND-061,434,119,392.66,2012-07-01
PO-002516,VND-032,490,209,110.36,2018-02-25
PO-002517,VND-100,541,184,478.0,08/22/2014
PO-002518,VND-002,529,243,343.13,2012-03-10
PO-002519,VND-011,598,11,N/A,07/30/2018
PO-002520,VND-040,298,219,314.63,09/13/2023
PO-002521,VND-048,382,228,$273.2,2016-07-01
PO-002522,VND-075,530,221,248.51,11/03/2021
PO-002523,VND-008,376,84,320.42,10/18/2013
PO-002524,VND-012,497,34,,2021-08-05
PO-002525,VND-120,529,173,,06/14/2012
PO-002526,VND-135,210,148,494.48,2017-03-24
PO-002527,VND-035,475,167,56.02,2017-09-29
PO-002528,VND-105,557,205,367.07,2022-04-28
PO-002529,VND-100,581,140,N/A,12/23/2021
PO-002530,VND-099,581,75,420.2,2015-02-22
PO-002531,,530,228,77.78,2021-04-13
PO-002532,VND-023,295,187,$415.01,2018-07-01
PO-002533,VND-055,533,150,207.5,2014-08-31
PO-002534,VND-059,502,216,496.41,06/09/2011
PO-002535,VND-056,488,212,71.13,2019-02-05
PO-002536,VND-027,584,121,379.72,2011-01-10
PO-002537,VND-112,472,199,317.6,06/23/2011
PO-002538,VND-097,605,207,120,2020-05-08
PO-002539,VND-109,602,147,460,2022-03-09
PO-002540,VND-083,384,178,362.66,2017-02-14
PO-002541,VND-025,567,16,N/A,03/07/2020
PO-002542,VND-054,491,110,183.42,2017-01-12
PO-002543,VND-070,309,151,240.93,2024-05-31
PO-002544,VND-046,605,39,221.54,2011-11-27
PO-002545,VND-031,252,217,333.33,09/18/2024
PO-002546,VND-051,523,3,359.29,2018-09-29
PO-002547,VND-114,476,11,117.41,2021-05-08
PO-002548,VND-089,382,103,187.21,2022-07-20
PO-002549,VND-105,572,7,400.28,07/07/2023
PO-002550,VND-106,514,54,248.82,2015-09-16
PO-002551,VND-075,500,41,$386.54,2016-10-13
PO-002552,VND-116,442,46,376.7,2014-02-19
PO-002553,VND-032,593,197,358.62,2011-10-17
PO-002554,VND-043,378,65,22,2023-03-09
PO-002555,,430,228,$342.99,2020-12-30
PO-002556,VND-071,436,94,384.19,2023-01-20
PO-002557,VND-077,570,69,222.74,2019-01-28
PO-002558,VND-094,583,244,331.07,2025-01-17
PO-002559,VND-051,590,78,347.12,2025-01-30
PO-002560,VND-076,442,172,148.24,2021-12-23
PO-002561,VND-061,430,248,263.59,2014-04-06
PO-002562,VND-019,544,55,288.22,2015-07-31
PO-002563,VND-084,529,174,431.94,2021-03-31
PO-002564,VND-003,467,153,379.99,10/19/2012
PO-002565,VND-110,502,175,19.78,2020-06-07
PO-002566,VND-101,576,164,23.23,2019-11-20
PO-002567,VND-068,516,223,286.28,2016-01-03
PO-002568,VND-078,559,158,366.7,2020-08-11
PO-002569,VND-021,530,40,179.47,07/06/2018
PO-002570,VND-060,485,174,121,2016-06-05
PO-002571,VND-083,483,3.2,395.0,2016-10-07
PO-002572,VND-091,577,20,259.21,2019-02-15
PO-002573,VND-119,298,1.2,$236.53,2012-03-14
PO-002574,VND-102,390,100,233.3,2019-06-08
PO-002575,VND-100,434,130,284.32,2015-03-03
PO-002576,VND-054,211,149,303.59,2012-06-19
PO-002577,VND-099,596,2.7,386,2022-08-25
PO-002578,VND-104,524,143,,2017-12-10
PO-002579,VND-071,501,162,51,2015-06-08
PO-002580,VND-108,567,154,52.88,2020-08-29
PO-002581,VND-078,353,2.2,127.23,2019-03-16
PO-002582,VND-116,486,127,$345.89,10/06/2020
PO-002583,VND-077,252,202,,2023-02-07
PO-002584,VND-080,231,100,459.6,2013-12-07
PO-002585,VND-110,487,114,266.69,04/17/2015
PO-002586,VND-060,480,68,305.08,2022-04-09
PO-002587,VND-070,240,192,79.15,2018-02-25
PO-002588,VND-116,582,101,$476.39,2023-10-19
PO-002589,VND-032,501,104,92.52,2015-12-27
PO-002590,VND-053,234,130,7.53,2013-04-16
PO-002591,VND-043,517,98,452.83,2015-09-13
PO-002592,VND-055,476,118,457.43,2012-04-25
PO-002593,VND-026,402,87,378.51,2012-11-02
PO-002594,VND-048,551,182,463.47,2020-02-01
PO-002595,VND-007,240,78,262.96,2023-08-18
PO-002596,VND-118,549,184,5.63,11/11/2015
PO-002597,VND-102,210,7,172.67,07/25/2022
PO-002598,VND-002,353,227,96.26,2015-05-01
PO-002599,VND-014,548,96,195.46,12/08/2018
PO-002600,VND-084,555,30,203.58,01/12/2013
PO-002601,,501,148,407.42,05/20/2019
PO-002602,VND-080,515,21,398.5,2015-12-29
PO-002603,,214,157,310,10/31/2021
PO-002604,VND-118,552,245,$468.2,2014-08-27
PO-002605,VND-096,306,22,297.54,2021-12-31
PO-002606,VND-103,481,42,26,2014-02-24
PO-002607,VND-017,438,174,464.81,2016-12-12
PO-002608,VND-053,384,66,197.39,2022-09-17
PO-002609,VND-108,599,9,458.84,01/25/2015
PO-002610,VND-051,281,126,88.17,2024-04-10
PO-002611,VND-132,258,231,366.28,09/05/2020
PO-002612,VND-085,565,51,165.65,2016-02-28
PO-002613,VND-081,594,16,79.57,2022-05-24
PO-002614,VND-047,563,169,352.05,05/19/2017
PO-002615,VND-081,590,28,205.26,2013-05-13
PO-002616,VND-048,388,37,$422.06,06/18/2017
PO-002617,VND-055,480,242,280.61,2011-02-18
PO-002618,VND-112,514,225,42.31,2016-09-20
PO-002619,VND-110,551,70,166.21,2013-04-17
PO-002620,,513,3.8,N/A,2018-11-26
PO-002621,,372,117,202.2,2022-04-01
PO-002622,VND-088,549,90,25.11,2015-12-11
PO-002623,VND-012,488,159,148.73,2024-08-23
PO-002624,VND-025,490,173,$269.16,2020-12-08
PO-002625,VND-083,498,25,429.06,2019-10-05
PO-002626,VND-087,512,76,190.79,2014-02-12
PO-002627,VND-020,585,156,$478.87,2024-01-24
PO-002628,VND-106,594,112,98.87,2019-10-02
PO-002629,VND-055,550,162,350,2013-11-10
PO-002630,VND-051,506,128,411.65,2012-01-12
PO-002631,VND-123,537,53,469.22,2014-07-19
PO-002632,VND-028,497,212,416.42,2017-02-18
PO-002633,VND-072,568,100,N/A,2018-03-14
PO-002634,VND-118,252,39,183.19,2013-06-03
PO-002635,VND-106,295,31,188.88,2016-02-09
PO-002636,VND-116,569,170,78.96,2018-05-22
PO-002637,,290,236,N/A,2013-10-09
PO-002638,VND-031,595,209,350.68,10/15/2016
PO-002639,VND-112,547,125,136.29,04/21/2017
PO-002640,VND-088,529,124,274.28,2015-06-01
PO-002641,VND-069,303,110,80,2017-10-24
PO-002642,VND-079,584,133,58.98,2015-11-13
PO-002643,VND-079,508,80,207.16,12/16/2011
PO-002644,VND-104,521,174,254.45,2022-08-25
PO-002645,VND-048,363,197,253.62,05/01/2017
PO-002646,VND-104,536,39,151.24,2014-03-23
PO-002647,VND-016,261,249,280.76,2018-03-22
PO-002648,VND-034,474,59,266.0,2011-07-26
PO-002649,VND-036,522,112,192.54,2021-07-31
PO-002650,VND-068,486,179,$226.14,2013-11-18
PO-002651,VND-127,490,176,N/A,2013-11-25
PO-002652,VND-084,408,199,$72.45,2019-10-01
PO-002653,VND-041,592,22,477.57,2011-10-10
PO-002654,,509,237,75.46,09/24/2013
PO-002655,VND-043,500,80,106.35,2024-05-26
PO-002656,VND-014,361,93,410.25,09/25/2024
PO-002657,VND-024,569,158,50.66,01/09/2024
PO-002658,VND-042,444,154,185.33,2015-08-15
PO-002659,VND-098,515,188,255.76,12/25/2018
PO-002660,VND-008,591,208,,2021-09-05
PO-002661,VND-068,565,117,459.56,2023-11-05
PO-002662,VND-081,243,54,84.29,2022-01-05
PO-002663,VND-078,240,113,227.98,2024-07-03
PO-002664,VND-101,544,102,158.28,2018-01-01
PO-002665,VND-062,222,99,499.02,02/18/2022
PO-002666,,582,97,76,2020-01-08
PO-002667,VND-018,404,166,64.86,04/30/2023
PO-002668,VND-070,516,138,280.02,2015-10-08
PO-002669,VND-036,591,154,425.99,11/16/2020
PO-002670,VND-117,520,170,$450.57,2019-01-29
PO-002671,,479,60,105.18,2019-11-27
PO-002672,VND-047,543,71,499.83,2016-12-07
PO-002673,VND-120,520,40,97,2022-09-06
PO-002674,VND-064,552,122,$14.39,2019-09-21
PO-002675,VND-035,570,25,208.33,2016-01-22
PO-002676,VND-101,551,182,466.37,2018-11-04
PO-002677,VND-080,603,27,427.32,2024-12-18
PO-002678,VND-068,402,119,248.72,2019-11-01
PO-002679,VND-108,553,54,N/A,2023-09-27
PO-002680,VND-083,281,57,$497.96,2021-11-21
PO-002681,VND-110,486,202,69.49,2023-04-14
PO-002682,,535,30,18.65,2024-08-11
PO-002683,VND-015,495,248,145.11,2012-11-02
PO-002684,VND-068,568,20,294.59,2020-04-03
PO-002685,VND-073,510,240,410.54,01/21/2011
PO-002686,VND-003,489,205,287.49,2021-04-28
PO-002687,VND-091,228,157,200,2021-10-17
PO-002688,VND-026,237,101,401.48,03/08/2016
PO-002689,VND-043,444,15,400.23,2021-04-10
PO-002690,VND-037,502,121,422.9,2020-11-03
PO-002691,VND-060,568,197,N/A,2019-02-12
PO-002692,VND-046,488,25,N/A,2013-08-29
PO-002693,VND-112,404,218,409.49,2022-03-12
PO-002694,VND-071,551,223,277.4,05/24/2022
PO-002695,VND-073,497,122,176.65,2011-10-14
PO-002696,VND-114,561,55,473,2021-09-27
PO-002697,VND-068,249,52,200.83,2020-03-18
PO-002698,VND-105,499,207,N/A,2020-07-07
PO-002699,VND-090,599,159,293.77,2018-07-05
PO-002700,VND-048,500,208,141.16,2020-12-04
PO-002701,VND-089,237,34,388.45,2016-09-01
PO-002702,VND-089,211,70,375.28,2022-02-08
PO-002703,VND-089,569,225,223.26,01/23/2018
PO-002704,VND-006,533,96,111.88,2017-04-09
PO-002705,VND-081,408,156,206.51,2019-05-05
PO-002706,VND-141,480,8,232.01,2022-10-09
PO-002707,VND-001,594,56,494.77,2017-03-01
PO-002708,VND-007,598,105,119.08,2011-08-29
PO-002709,VND-028,484,120,216.39,2024-01-16
PO-002710,VND-102,237,218,N/A,2019-11-03
PO-002711,VND-108,556,68,299.34,11/22/2021
PO-002712,VND-114,261,0.9,247.17,2023-11-29
PO-002713,VND-083,493,77,139,2022-12-17
PO-002714,VND-088,530,51,446,05/08/2021
PO-002715,VND-035,440,115,N/A,2020-07-30
PO-002716,VND-029,497,4.5,379.91,2021-08-11
PO-002717,VND-026,604,186,266.29,2015-02-11
PO-002718,VND-039,572,180,471.45,07/20/2021
PO-002719,VND-099,512,221,59.34,2024-06-13
PO-002720,VND-083,575,248,337.72,2021-05-10
PO-002721,VND-034,537,129,170.56,2015-08-24
PO-002722,VND-010,604,4.4,322.38,2011-04-06
PO-002723,VND-037,240,248,106.47,2011-09-03
PO-002724,VND-100,478,51,$117.86,2017-10-04
PO-002725,VND-059,494,177,434.65,11/17/2018
PO-002726,VND-026,541,0.5,228.58,11/28/2024
PO-002727,VND-091,509,66,474.37,2022-05-08
PO-002728,VND-086,538,243,137.24,2022-08-24
PO-002729,VND-044,600,7,97.16,2023-08-09
PO-002730,VND-051,521,4.0,214.55,2021-05-05
PO-002731,VND-050,386,234,449.97,2012-03-19
PO-002732,VND-055,507,6,426,05/31/2024
PO-002733,VND-055,500,1,20,2016-07-07
PO-002734,VND-049,480,216,94.1,2024-04-21
PO-002735,,380,161,111.43,2014-08-31
PO-002736,,484,21,268.19,2018-04-27
PO-002737,VND-019,252,224,348.09,2019-08-16
PO-002738,VND-048,486,182,458.03,2012-04-03
PO-002739,VND-029,560,241,139.09,2021-11-20
PO-002740,VND-116,309,22,245.58,05/06/2018
PO-002741,VND-020,521,219,180.74,03/19/2015
PO-002742,VND-050,503,176,266.29,2022-04-25
PO-002743,VND-047,561,0.8,289.72,2012-10-11
PO-002744,VND-042,477,117,339.23,2024-12-01
PO-002745,VND-040,559,227,166.04,2017-08-06
PO-002746,VND-035,483,75,459.14,2023-10-31
PO-002747,VND-050,498,154,387.93,2020-04-06
PO-002748,VND-011,255,183,80.51,2018-06-17
PO-002749,VND-106,525,240,189.19,05/25/2018
PO-002750,VND-097,359,132,426.51,2019-04-19
PO-002751,VND-065,567,2.9,437.71,07/27/2016
PO-002752,VND-077,489,189,448.71,06/14/2024
PO-002753,VND-019,430,88,$331.2,2013-05-14
PO-002754,VND-082,442,8,402,2014-06-15
PO-002755,VND-100,225,32,$456.08,01/07/2021
PO-002756,VND-066,511,207,145.1,2022-01-03
PO-002757,VND-028,480,233,,07/16/2013
PO-002758,VND-050,496,203,181.04,04/02/2012
PO-002759,VND-110,406,109,494,02/26/2019
PO-002760,VND-109,578,249,N/A,2015-10-25
PO-002761,VND-138,566,2,402.75,2022-06-01
PO-002762,VND-105,593,1.5,188.43,2011-09-03
PO-002763,VND-106,386,184,293.62,2021-07-29
PO-002764,VND-007,567,63,N/A,2023-06-21
PO-002765,,557,227,255.56,2020-06-04
PO-002766,VND-006,504,196,300.62,2011-07-20
PO-002767,VND-025,243,73,307.49,2019-04-15
PO-002768,VND-080,520,151,455.28,2016-04-28
PO-002769,VND-088,524,242,476.27,2016-04-18
PO-002770,VND-042,482,116,377.58,2024-10-16
PO-002771,VND-034,601,226,N/A,2021-02-26
PO-002772,VND-042,541,48,372.71,2011-03-06
PO-002773,VND-022,596,79,19.84,2017-07-20
PO-002774,VND-094,605,127,219.88,2023-07-14
PO-002775,VND-045,542,178,224.6,04/27/2024
PO-002776,VND-024,489,115,156.45,02/11/2017
PO-002777,VND-030,555,86,406.13,2019-08-12
PO-002778,VND-090,378,72,80.54,2020-10-21
PO-002779,VND-118,552,207,384.01,2024-01-31
PO-002780,VND-112,542,4.9,271.2,10/04/2019
PO-002781,VND-021,472,167,441.11,2023-12-07
PO-002782,VND-020,406,58,119.05,2019-08-10
PO-002783,VND-124,582,53,248.51,2017-01-19
PO-002784,VND-068,538,238,168.2,2022-09-06
PO-002785,VND-061,579,210,396.45,2018-04-20
PO-002786,VND-078,583,4.8,425.62,2021-04-29
PO-002787,VND-066,576,164,302.82,2019-11-15
PO-002788,VND-024,529,2.5,220.02,2020-04-16
PO-002789,VND-025,240,1.2,266,2016-08-20
PO-002790,VND-014,504,64,317.63,2016-08-10
PO-002791,VND-091,225,105,55.13,2022-11-01
PO-002792,VND-076,295,49,,04/11/2023
PO-002793,VND-065,518,53,247.53,2023-08-15
PO-002794,VND-019,436,25,25.08,01/26/2012
PO-002795,VND-011,598,12,79.8,2022-05-03
PO-002796,VND-062,577,236,416.78,2022-11-10
PO-002797,VND-046,372,181,310.13,2024-11-11
PO-002798,VND-030,491,129,$27.15,07/15/2013
PO-002799,VND-066,597,185,114.31,2011-02-21
PO-002800,VND-022,376,141,147.31,03/30/2011
PO-002801,VND-016,482,62,84,2015-07-06
PO-002802,VND-019,523,205,209.82,2016-07-06
PO-002803,VND-025,442,23,,12/06/2019
PO-002804,VND-057,605,117,172.49,2018-08-15
PO-002805,VND-093,471,229,33.43,2014-02-11
PO-002806,VND-001,501,217,N/A,2018-01-16
PO-002807,VND-007,519,82,42.63,2020-10-16
PO-002808,VND-072,298,117,N/A,2014-12-27
PO-002809,VND-050,408,59,$459.93,2015-01-16
PO-002810,VND-040,597,82,450,04/24/2019
PO-002811,VND-009,523,49,58.6,2018-06-03
PO-002812,VND-025,511,106,393.14,2011-09-20
PO-002813,VND-080,228,9,428.82,2018-06-03
PO-002814,VND-043,549,200,29.7,2012-06-14
PO-002815,VND-050,595,107,122.87,2017-05-19
PO-002816,VND-027,529,14,410.72,04/06/2019
PO-002817,VND-036,465,115,325.15,2013-09-06
PO-002818,,601,16,96.05,2021-05-16
PO-002819,VND-094,444,236,,12/16/2024
PO-002820,VND-089,548,136,192.4,2021-07-22
PO-002821,VND-014,536,61,401,2011-10-29
PO-002822,VND-010,252,185,413.53,2011-09-08
PO-002823,VND-077,408,167,296.48,06/28/2019
PO-002824,VND-068,231,183,$362.73,2019-06-06
PO-002825,VND-110,571,223,78.87,2018-11-10
PO-002826,VND-117,504,170,470.55,2023-10-22
PO-002827,,476,223,271.3,2019-04-09
PO-002828,VND-099,404,149,84.26,2020-07-16
PO-002829,VND-116,571,202,479.93,2013-11-20
PO-002830,VND-120,225,7,458,10/12/2020
PO-002831,VND-001,560,151,288.03,12/10/2015
PO-002832,VND-008,246,35,206.08,2012-07-04
PO-002833,VND-118,581,135,412.52,07/17/2011
PO-002834,VND-092,560,179,69.07,02/12/2012
PO-002835,VND-058,575,189,203.61,2013-05-11
PO-002836,VND-088,491,93,400.09,2022-01-04
PO-002837,VND-022,237,209,,2024-04-18
PO-002838,VND-033,596,240,232.48,2015-08-04
PO-002839,VND-085,400,13,57.39,2022-11-26
PO-002840,VND-099,544,122,272.96,2016-12-16
PO-002841,VND-068,477,242,260,2013-07-14
PO-002842,VND-085,569,242,277.28,2016-05-09
PO-002843,VND-084,558,193,178.58,04/10/2016
PO-002844,VND-009,588,66,291.08,2012-10-19
PO-002845,VND-013,555,150,109.36,2022-01-04
PO-002846,VND-011,472,123,24.6,2011-11-04
PO-002847,VND-110,598,123,121.53,11/23/2022
PO-002848,VND-024,249,173,276.69,2014-12-28
PO-002849,VND-016,406,104,333.9,2021-10-07
PO-002850,VND-032,556,205,291.61,2019-04-06
PO-002851,VND-046,214,146,344.4,04/27/2021
PO-002852,VND-105,574,81,243.77,2020-11-08
PO-002853,VND-079,287,53,67.14,2021-10-27
PO-002854,VND-029,499,237,39.01,2017-10-08
PO-002855,,560,248,29.83,2018-11-21
PO-002856,VND-027,507,219,323.61,10/11/2011
PO-002857,VND-035,430,26,191.9,03/08/2015
PO-002858,VND-112,543,84,288.45,2021-05-01
PO-002859,VND-037,478,16,$38.39,2023-12-28
PO-002860,VND-082,531,50,421.54,2021-12-01
PO-002861,VND-073,281,225,210.75,01/12/2011
PO-002862,VND-030,384,221,126.48,2024-12-17
PO-002863,VND-043,538,20,165.85,2018-03-14
PO-002864,VND-051,511,1.0,215,2015-03-26
PO-002865,VND-042,495,73,85.52,08/14/2014
PO-002866,VND-047,591,100,349.4,2013-10-08
PO-002867,VND-001,535,22,$126.83,2016-08-09
PO-002868,VND-009,569,214,,2017-03-12
PO-002869,VND-008,516,4.4,,2012-02-11
PO-002870,VND-130,501,49,41.91,2012-09-22
PO-002871,VND-001,398,163,172.29,2012-11-30
PO-002872,VND-131,496,171,N/A,2022-07-17
PO-002873,VND-027,440,112,366.76,2018-07-13
PO-002874,VND-083,261,111,440.24,2022-08-13
PO-002875,VND-014,580,122,285.08,2020-11-07
PO-002876,VND-042,561,22,$432.08,2014-12-26
PO-002877,VND-023,556,156,60.89,2013-04-20
PO-002878,VND-030,541,178,451.13,2011-02-26
PO-002879,VND-119,398,40,64.75,2024-01-08
PO-002880,VND-042,240,159,,2011-09-08
PO-002881,VND-070,541,101,314.0,2017-11-21
PO-002882,VND-026,563,170,444.02,2023-03-02
PO-002883,VND-057,489,178,66.26,08/09/2024
PO-002884,VND-022,594,168,52.08,2018-01-11
PO-002885,VND-020,440,104,$269.14,2022-08-09
PO-002886,VND-076,474,250,67.07,04/15/2016
PO-002887,VND-054,532,162,391.28,2016-08-24
PO-002888,VND-116,603,41,214.84,02/16/2014
PO-002889,VND-005,489,159,,2021-01-19
PO-002890,VND-068,573,231,200.59,2024-03-26
PO-002891,VND-096,537,35,227.17,2012-02-29
PO-002892,VND-008,225,56,441.82,2017-07-20
PO-002893,,582,194,432.16,08/21/2012
PO-002894,VND-064,376,47,148.22,2014-03-30
PO-002895,VND-029,561,217,363.34,12/05/2022
PO-002896,VND-044,589,143,403.44,2016-03-31
PO-002897,VND-052,575,172,389.65,2022-06-20
PO-002898,VND-066,598,71,438.82,2020-07-25
PO-002899,VND-032,287,155,121.46,03/29/2021
PO-002900,VND-082,406,167,128.48,2020-07-24
PO-002901,VND-114,530,168,242.35,2012-04-12
PO-002902,VND-107,486,169,307.92,07/12/2023
PO-002903,VND-062,506,181,69,06/09/2015
PO-002904,VND-002,493,92,391.67,2016-05-01
PO-002905,VND-038,601,231,169.74,2017-04-08
PO-002906,VND-102,493,90,293.01,2015-03-28
PO-002907,VND-102,590,26,208.31,2018-12-13
PO-002908,VND-120,519,194,304.68,05/28/2013
PO-002909,VND-035,258,128,,07/08/2018
PO-002910,VND-020,517,125,N/A,02/26/2014
PO-002911,VND-007,591,245,$90.38,2021-06-15
PO-002912,VND-072,287,228,$265.53,2023-03-23
PO-002913,VND-049,488,190,375.82,10/16/2023
PO-002914,VND-074,522,243,125.86,09/10/2013
PO-002915,VND-121,565,53,494.07,11/17/2015
PO-002916,VND-023,471,2.6,$391.83,2023-01-01
PO-002917,VND-005,228,238,257.17,2016-10-26
PO-002918,VND-051,593,10,,2020-05-13
PO-002919,VND-011,590,140,27.54,2022-03-26
PO-002920,VND-132,550,115,318.01,2020-06-24
PO-002921,VND-084,556,235,N/A,2012-06-10
PO-002922,VND-038,408,171,110.46,2013-11-17
PO-002923,VND-007,515,223,15.3,11/07/2017
PO-002924,VND-132,484,32,186.36,01/16/2011
PO-002925,VND-020,246,195,80,2021-03-18
PO-002926,VND-083,501,221,242,2013-11-13
PO-002927,VND-109,284,205,$446.16,2012-11-28
PO-002928,VND-098,551,211,214.64,2024-01-21
PO-002929,VND-030,538,169,395.97,2019-04-28
PO-002930,VND-080,444,165,84.56,2012-11-19
PO-002931,VND-038,502,65,370.94,2021-09-08
PO-002932,VND-012,575,117,$115.56,2022-06-08
PO-002933,VND-005,537,149,390.54,2023-06-17
PO-002934,VND-088,353,125,$257.45,2011-11-25
PO-002935,VND-076,573,170,74.4,2023-10-04
PO-002936,VND-083,408,150,45.17,2017-04-03
PO-002937,,515,81,N/A,08/23/2016
PO-002938,VND-008,599,163,180.78,2011-03-11
PO-002939,VND-094,498,167,171.6,2017-04-05
PO-002940,VND-105,237,241,,2018-03-03
PO-002941,VND-096,538,138,305,04/07/2020
PO-002942,VND-100,374,205,462.87,2014-09-11
PO-002943,VND-093,580,1.9,$311.18,2021-03-20
PO-002944,VND-108,400,28,186.7,2012-07-11
PO-002945,VND-038,303,6,164,2011-05-08
PO-002946,VND-072,517,70,219.53,03/03/2020
PO-002947,VND-068,255,145,237.66,2017-09-28
PO-002948,VND-070,528,4,82.73,2011-05-09
PO-002949,VND-091,485,194,125.92,2012-01-21
PO-002950,VND-106,545,158,N/A,2019-06-09
PO-002951,VND-112,583,1.5,$134.09,10/01/2016
PO-002952,VND-110,528,153,N/A,2022-07-07
PO-002953,VND-036,513,42,16.05,03/25/2024
PO-002954,VND-094,418,3.0,$147.76,2013-09-19
PO-002955,VND-049,586,96,394.64,2012-11-16
PO-002956,VND-114,531,1.7,380.67,2019-03-28
PO-002957,VND-052,584,8,411,06/20/2014
PO-002958,VND-020,490,167,106.72,2018-06-01
PO-002959,VND-088,261,215,,2018-07-20
PO-002960,,214,64,326.56,2014-01-31
PO-002961,VND-019,402,173,86.16,09/28/2011
PO-002962,VND-034,601,209,136.43,2020-10-25
PO-002963,VND-116,514,176,383.4,2020-07-08
PO-002964,VND-101,378,180,141.23,09/15/2024
PO-002965,VND-105,491,40,67.99,2018-01-21
PO-002966,VND-063,479,149,$330.17,04/09/2019
PO-002967,VND-020,418,95,413.61,2015-02-07
PO-002968,VND-101,570,166,261.35,2015-08-17
PO-002969,VND-068,593,23,441.85,2022-02-13
PO-002970,VND-050,476,211,70.1,2021-02-12
PO-002971,VND-066,474,233,198.31,08/13/2021
PO-002972,,519,14,9.31,2016-07-02
PO-002973,VND-053,486,33,348,2022-06-18
PO-002974,VND-068,528,202,,03/10/2019
PO-002975,VND-120,484,98,54.83,2018-11-20
PO-002976,,386,65,$180.34,2016-09-13
PO-002977,VND-136,521,4.6,493.18,2020-10-04
PO-002978,VND-060,554,244,335.87,09/02/2016
PO-002979,VND-041,432,101,$112.72,2013-05-03
PO-002980,VND-095,559,173,256.72,2016-03-08
PO-002981,VND-062,552,40,125.18,2016-12-30
PO-002982,VND-036,555,68,400.23,2022-03-14
PO-002983,VND-049,526,225,227.07,2018-12-12
PO-002984,VND-040,584,169,$222.53,2013-06-13
PO-002985,VND-021,584,7,301.85,2016-02-16
PO-002986,VND-015,528,209,20.05,2013-11-25
